date,mom_20,mom_60,reversal_5,volatility_20,dollar_volume_20,volume_anom,ma_dist_20,rsi_14,overnight,turnover_20,hl_spread_5,size_proxy,intraday_momentum,max_ret_5d
2016-02-17,-0.0033475781662318793,0.0,0.0866799906326281,0.0071438715278140386,-0.03114799791538947,0.0,-0.005854836453515144,0.037543544350035374,0.2608099965063553,-0.010801158975484504,0.11401715768157916,-0.06914907147145766,0.19917234303696962,0.22401004471924324
2016-02-18,-0.012563393431631598,0.0,0.08631065694992457,0.0022881044534017736,-0.0320153050809886,0.0,0.0041471076312400434,0.04950775545439634,0.269825611784581,-0.007331822297978574,0.11527662493255808,-0.06998236043476713,0.19740903558571166,0.22539386592483535
2016-02-19,-0.010576835371083004,0.0,0.0883783382512886,0.027479939881754678,-0.02898161291833956,0.0,0.006058399014588378,0.07609448082381443,0.3017418219966437,-0.015813692384293532,0.11673636557780642,-0.06706765812688564,0.21555078590765397,0.22699773459072503
2016-02-22,0.009040845908205641,0.0,0.11587767714969766,0.01904568050611921,-0.023601207320571693,0.0,0.031477814206684274,0.0649775489698099,0.29105623316841256,-0.04872286861837982,0.14495220808211706,-0.06189828701987832,0.18159554854213522,0.2579994785112294
2016-02-23,-0.010189055497100474,0.0,0.1421380848584799,0.023575362798403443,-0.032254644786299136,0.0,0.05575200527466939,0.09004010305556132,0.29073268980615663,-0.030355411750998984,0.13449681173367822,-0.07021231257032823,0.15907716785263726,0.2524421628225608
2016-02-24,-0.011668570887057639,0.0,0.1651575455412635,0.05980115377497386,-0.0278804818109607,0.0,0.07703037966597726,0.15860936955901073,0.23748246052844957,-0.022705797087986146,0.1746482708828021,-0.06600971644793996,0.16426188286999488,0.2967678760525203
2016-02-25,-0.019266902394068364,0.0,0.14032022530083021,-0.011361529557409988,-0.01140139793175965,0.0,0.07712870011366202,0.1587151372272746,0.16333026203133105,-0.00011890664290759023,0.09577392485098613,-0.050176988129013056,0.24243881199630013,0.20969354008824048
2016-02-26,0.0028226752800040167,0.0,0.16600426946288382,0.004004502603958793,-0.015404243940878914,0.0,0.11813084983829669,0.20282296903955488,0.166025257656641,-0.01754554683513776,0.11280512267936094,-0.05402283137063135,0.2617495664474405,0.22849534721807485
2016-02-29,0.029295952164115402,0.0,0.19678533837412293,-0.017627262847961456,0.00869377799434945,0.0,0.12355744662561996,0.20866059999343878,0.11006748119674215,-0.04458216422919725,0.11405224298075378,-0.030870000963258537,0.28077913528680765,0.1984278726810329
2016-03-01,0.046371593972792224,0.0,0.21371131268248544,0.0055637838270159445,-0.02574187457239263,0.0,0.14219685200724297,0.2287118354329205,0.14796391611293314,-0.046110999170233535,0.1236528310795193,-0.06395499134080729,0.27071731768684515,0.22671937109182227
2016-03-02,0.06321535544024304,0.0,0.19608279147856322,0.013322480965668015,-0.07573553518577159,0.0,0.1605831417678798,0.24849078316762374,0.12692278858041406,-0.05449965008695512,0.12411647584186292,-0.11198776136386035,0.24657400550647535,0.2034120089257898
2016-03-03,-0.002829783208753267,0.0,0.15495445955362364,-0.003094183818305285,-0.04977797236790116,0.0,0.15130672233989495,0.23851172717427693,0.14741591052654868,-0.060765391305729555,0.12233921498033973,-0.08704832644566474,0.28687559613276004,0.19091830421226885
2016-03-04,0.0043119909491069475,0.0,0.1076104250093406,-0.03991555029073102,-0.02515213691637752,0.0,0.1595524284981038,0.247381999168363,0.14100700256603194,-0.09693736273997222,0.0808848841194254,-0.06338838483794751,0.2816554236183142,0.16687974019919372
2016-03-07,0.02216642634375776,0.0,0.12214480389493798,-0.006003795458894734,-0.04593719202682767,0.0,0.18016669389362572,0.26955767915357853,0.13230183616922475,-0.08262575200684974,0.11906350809650945,-0.0833581922052753,0.304140606488811,0.17881587993339965
2016-03-08,0.016810095725362517,0.0,0.13373633251176908,-0.02370320224096345,-0.02154516463295253,0.0,0.17398241427496908,0.2629049751580139,0.11119636419213519,-0.09001201809375114,0.09913711385649004,-0.05992288805208279,0.2936402795444566,0.18658366162262752
2016-03-09,0.013239208646432354,0.0,0.11494251088875207,-0.030957926758018672,-0.015336525911569643,0.0,0.1789252602197584,0.258469839160971,0.11945350845919744,-0.09233786597082783,0.09096958018660284,-0.05395776943101105,0.2571362442109919,0.19157956289737266
2016-03-10,-0.0046152267482183484,0.0,0.11902286864072775,-0.026597363801432627,-0.045671647184327924,0.0,0.18645351858642334,0.2362941591757557,0.12250513163561627,-0.07382595501548472,0.09587880102384494,-0.08310306277098078,0.2414149630427711,0.16733432785017266
2016-03-11,-0.026435202201774866,0.0,0.11116466930596047,-0.03129928691486339,-0.035796145126558154,0.0,0.1889713190156943,0.20051145134568737,0.1471117310903829,-0.058408695021403445,0.09058526916720666,-0.07361490540496263,0.23269728040184123,0.19292363468332208
2016-03-14,-0.002597436387279939,0.0,0.08395776615153294,0.008736929285785955,-0.06552355399973309,0.0,0.15154664902575843,0.2295226075415826,0.194521640726941,-0.05584370758545487,0.13565895088522995,-0.10217632251800268,0.22785697211700784,0.18823950156813507
2016-03-15,0.005602322563957429,0.0,0.10157258362149357,-0.00021206263350959098,-0.04468047905899308,0.0,0.18269750019603248,0.23269445312800352,0.21609865507082726,-0.05563444758924907,0.1307358128018279,-0.08215077101970125,0.2210949830846629,0.18517415555860062
2016-03-16,-0.01426964916189044,0.0,0.12093346392904092,-0.0323625418524951,-0.010678607315375954,0.0,0.18589185762821114,0.23602384774268925,0.1728150943449105,-0.07108763302644316,0.1500323546691802,-0.04948254737341273,0.22439304859504583,0.16753890124749726
2016-03-17,0.028085571970182466,0.0,0.13979108651923622,0.025493959419959245,-0.048878169802347826,0.0,0.20584228448544173,0.22631808614277138,0.17240554121695384,-0.06883839481072951,0.16429205356135101,-0.08618381664247965,0.24202648091156798,0.2344572826616933
